zone_name,city,latitude,longitude,date,hour,day_of_week,demand_score,avg_earnings_per_hour,active_workers,surge_multiplier
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-08,22,3,42.6,83.0,56,1.76
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,8,4,96.7,96.68,35,1.71
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,12,4,157.0,224.09,18,1.36
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,14,4,33.4,170.75,99,1.04
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,18,4,41.8,110.76,84,2.04
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,20,4,120.2,282.66,62,2.05
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-09,22,4,72.7,169.95,49,1.71
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,8,5,45.2,100.25,78,1.25
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,12,5,119.5,160.33,24,1.45
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,14,5,208.9,183.05,53,2.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,18,5,74.7,258.63,86,2.32
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,20,5,48.0,261.25,35,2.0
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-10,22,5,46.2,284.47,21,1.51
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,8,6,125.8,88.0,62,2.41
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,12,6,151.0,253.21,15,1.64
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,14,6,110.6,250.51,27,1.11
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,18,6,119.8,144.61,42,1.4
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,20,6,133.1,82.19,55,1.42
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-11,22,6,10.5,159.98,72,1.64
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,8,0,56.5,287.52,45,2.47
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,12,0,51.1,289.27,54,1.45
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,14,0,123.1,281.48,26,1.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,18,0,26.6,278.23,91,2.16
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,20,0,21.4,203.93,66,2.46
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-12,22,0,84.6,249.63,39,1.24
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,8,1,113.8,81.01,33,1.68
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,12,1,172.5,95.91,5,2.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,14,1,101.4,114.34,82,1.53
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,18,1,70.0,97.51,99,2.27
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,20,1,94.4,118.97,98,1.01
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-13,22,1,41.2,221.34,10,2.23
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,8,2,108.8,265.22,34,2.05
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,12,2,141.7,124.21,73,2.21
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,14,2,60.0,218.82,80,2.0
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,18,2,27.7,94.67,10,1.51
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,20,2,91.3,196.58,30,1.17
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-14,22,2,58.6,192.23,34,1.77
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,8,3,40.8,176.97,25,1.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,12,3,28.1,210.62,51,1.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,14,3,134.1,267.42,81,1.25
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,18,3,23.1,151.9,25,2.48
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,20,3,156.4,268.99,40,2.45
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-15,22,3,31.2,241.38,35,1.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,8,4,110.9,243.73,81,1.96
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,12,4,178.2,297.79,84,2.29
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,14,4,87.7,199.07,89,1.63
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,18,4,88.1,135.41,45,1.55
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,20,4,95.2,245.41,94,1.51
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-16,22,4,89.1,291.65,46,1.25
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,8,5,118.8,278.39,14,1.43
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,12,5,42.6,212.15,82,1.59
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,14,5,86.9,136.34,67,2.09
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,18,5,104.0,123.69,16,1.97
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,20,5,197.0,166.09,63,1.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-17,22,5,66.7,96.59,19,2.33
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,8,6,37.6,167.77,93,2.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,12,6,130.2,246.8,57,1.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,14,6,37.5,99.3,20,1.4
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,18,6,66.2,227.88,67,1.37
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,20,6,35.8,170.86,95,1.43
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-18,22,6,95.3,100.29,22,1.74
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,8,0,1.9,241.92,35,1.7
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,12,0,175.0,138.88,38,1.33
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,14,0,18.3,218.32,79,1.93
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,18,0,54.4,120.72,15,2.17
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,20,0,29.7,115.55,20,1.98
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-19,22,0,87.0,87.97,35,2.34
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,8,1,20.5,153.87,10,2.08
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,12,1,95.6,198.79,12,2.38
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,14,1,35.3,277.79,63,1.15
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,18,1,98.5,175.91,45,1.53
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,20,1,134.2,220.12,21,1.23
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-20,22,1,35.8,209.2,32,2.17
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,8,2,79.1,84.51,71,1.18
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,12,2,57.6,188.42,87,1.03
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,14,2,128.4,294.87,80,2.07
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,18,2,26.8,81.4,40,1.74
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,20,2,19.9,250.81,55,2.26
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-21,22,2,78.3,211.65,81,2.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,8,3,26.6,213.26,82,2.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,12,3,109.7,173.6,21,2.15
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,14,3,74.6,209.07,14,1.57
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,18,3,44.1,245.64,66,1.87
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,20,3,116.8,282.76,75,1.41
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-22,22,3,26.3,199.52,100,1.63
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,8,4,61.1,151.17,14,2.03
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,12,4,91.4,243.4,47,1.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,14,4,77.9,203.42,80,1.54
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,18,4,108.4,183.72,98,1.91
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,20,4,55.0,132.28,34,1.25
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-23,22,4,77.6,174.89,54,2.38
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,8,5,18.6,121.73,90,1.19
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,12,5,117.9,222.29,31,1.83
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,14,5,89.3,166.52,58,1.75
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,18,5,138.3,249.76,79,1.65
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,20,5,81.0,90.15,58,1.59
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-24,22,5,95.1,86.82,84,1.3
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,8,6,93.6,118.76,77,1.84
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,12,6,140.1,87.81,23,1.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,14,6,136.6,148.83,39,1.44
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,18,6,68.1,140.58,83,1.53
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,20,6,135.5,281.61,19,1.2
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-25,22,6,105.5,227.35,13,1.41
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,8,0,9.1,102.09,53,1.15
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,12,0,131.8,248.03,87,2.29
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,14,0,77.3,105.29,29,1.63
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,18,0,45.2,292.94,23,2.22
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,20,0,66.4,207.63,34,2.32
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-26,22,0,85.2,121.77,5,1.57
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,8,1,68.5,291.86,36,1.64
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,12,1,159.2,184.93,98,1.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,14,1,121.2,157.92,46,1.77
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,18,1,21.9,244.45,50,2.03
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,20,1,71.7,165.62,40,2.31
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-27,22,1,99.2,151.51,90,2.3
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,8,2,29.3,88.15,29,1.25
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,12,2,72.9,179.02,10,2.34
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,14,2,110.1,251.38,34,1.84
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,18,2,84.3,284.77,17,1.9
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,20,2,112.1,284.77,6,1.8
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-28,22,2,64.4,165.02,100,2.4
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,8,3,17.3,93.1,8,1.2
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,12,3,126.1,142.87,8,1.07
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,14,3,80.7,98.02,76,1.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,18,3,44.7,198.84,47,1.49
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,20,3,41.6,288.09,13,1.34
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-29,22,3,59.8,243.21,97,1.57
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,8,4,74.1,258.87,16,2.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,12,4,61.5,151.98,77,1.14
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,14,4,17.4,200.13,66,1.4
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,18,4,44.0,174.53,56,2.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,20,4,141.3,114.58,59,2.41
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-30,22,4,55.6,129.97,72,2.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,8,5,10.0,83.07,9,1.43
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,12,5,230.8,259.92,88,1.24
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,14,5,191.3,206.29,44,2.39
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,18,5,28.0,114.68,37,1.27
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,20,5,29.7,166.01,25,1.7
Mumbai_Z000,Mumbai,19.0126,72.865,2026-01-31,22,5,60.1,285.46,47,1.01
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,8,6,81.0,236.12,55,1.17
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,12,6,87.2,230.85,51,1.53
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,14,6,116.5,257.7,78,1.37
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,18,6,110.4,107.42,86,1.28
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,20,6,43.0,279.83,67,1.49
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-01,22,6,65.6,261.0,63,1.11
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,8,0,61.4,253.54,75,1.66
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,12,0,74.5,177.26,14,2.26
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,14,0,180.1,173.16,55,1.85
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,18,0,29.0,80.27,23,1.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,20,0,19.1,131.42,68,2.3
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-02,22,0,8.0,145.35,69,1.85
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,8,1,26.1,170.21,65,1.46
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,12,1,22.3,126.38,98,2.32
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,14,1,143.7,287.18,37,1.98
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,18,1,73.6,115.12,41,2.38
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,20,1,32.6,182.69,56,1.82
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-03,22,1,59.5,211.66,63,1.33
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,8,2,23.9,293.69,27,2.07
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,12,2,82.2,206.59,80,2.39
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,14,2,75.6,186.18,96,2.11
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,18,2,96.6,251.06,91,1.75
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,20,2,121.2,130.76,16,1.09
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-04,22,2,40.6,262.74,54,1.67
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,8,3,27.7,196.2,95,1.2
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,12,3,125.8,283.01,42,2.08
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,14,3,28.0,253.72,68,2.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,18,3,36.1,168.05,41,1.66
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,20,3,61.6,212.94,93,2.0
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-05,22,3,105.1,246.85,84,1.68
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,8,4,2.7,81.38,38,1.02
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,12,4,120.0,219.78,67,2.16
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,14,4,60.1,248.67,46,1.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,18,4,64.3,198.06,89,2.1
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,20,4,136.7,123.71,68,2.12
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-06,22,4,36.4,156.36,40,1.72
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,8,5,133.0,222.45,39,2.0
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,12,5,151.6,89.07,17,2.31
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,14,5,88.3,287.15,19,1.38
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,18,5,50.6,221.53,92,1.74
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,20,5,138.3,167.8,34,2.3
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-07,22,5,93.1,199.96,45,2.19
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,8,6,102.6,198.21,55,2.01
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,12,6,40.0,134.94,51,1.19
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,14,6,87.4,205.36,31,2.08
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,18,6,92.3,200.27,45,2.32
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,20,6,61.4,132.71,29,1.88
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-08,22,6,54.7,97.15,75,1.09
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,8,0,89.2,254.05,6,1.44
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,12,0,83.7,182.34,70,1.24
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,14,0,48.1,113.82,10,1.21
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,18,0,49.7,294.47,89,2.13
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,20,0,15.9,261.74,83,1.34
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-09,22,0,87.8,269.39,7,1.6
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,8,1,64.7,148.41,100,1.96
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,12,1,41.2,110.13,49,2.21
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,14,1,50.1,240.18,82,1.88
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,18,1,63.4,135.12,74,1.48
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,20,1,126.2,246.94,29,2.46
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-10,22,1,25.1,264.04,86,1.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,8,2,55.7,141.54,57,1.38
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,12,2,169.0,209.27,46,1.12
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,14,2,166.0,232.37,74,1.74
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,18,2,22.5,207.54,50,1.09
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,20,2,45.4,222.01,27,1.19
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-11,22,2,37.8,187.42,65,2.23
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,8,3,75.0,229.83,80,1.37
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,12,3,71.2,158.34,18,2.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,14,3,123.0,220.41,21,2.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,18,3,68.5,243.19,64,2.33
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,20,3,31.4,93.17,29,1.79
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-12,22,3,10.7,290.11,93,1.21
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,8,4,72.4,242.55,15,2.35
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,12,4,119.8,290.19,94,1.46
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,14,4,42.8,129.66,56,1.4
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,18,4,90.4,114.34,6,2.44
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,20,4,15.9,256.95,82,2.06
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-13,22,4,24.8,237.26,57,2.49
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,8,5,81.6,201.77,9,1.5
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,12,5,168.4,236.65,35,2.08
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,14,5,234.3,278.84,46,1.3
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,18,5,90.7,100.99,34,1.44
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,20,5,105.4,195.74,79,1.92
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-14,22,5,92.5,167.18,55,1.52
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,8,6,53.2,163.02,26,1.46
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,12,6,112.5,229.46,34,1.61
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,14,6,143.2,100.87,45,1.07
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,18,6,46.3,267.42,26,1.87
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,20,6,130.3,183.54,20,1.31
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-15,22,6,136.3,284.74,57,2.08
Mumbai_Z000,Mumbai,19.0126,72.865,2026-02-16,8,0,80.7,209.35,55,1.5
