worker_id,date,hours_worked,consecutive_work_days,total_distance_km,avg_speed_kmh,break_minutes,late_night_hours,fatigue_score,is_fatigued
W00000,2026-02-20,6.2,13,154.7,21.4,37,1.3,0.658,True
W00000,2026-02-21,15.2,1,170.6,21.0,78,2.0,0.511,False
W00000,2026-02-22,12.9,8,152.6,43.8,38,0.3,0.689,True
W00000,2026-02-23,10.0,2,104.6,10.4,2,1.6,0.384,False
W00000,2026-02-25,12.8,13,132.7,18.1,62,3.7,0.864,True
W00000,2026-02-26,9.4,7,186.5,24.6,90,1.1,0.544,False
W00000,2026-02-27,14.1,12,153.4,27.2,5,1.2,0.869,True
W00000,2026-02-28,10.3,5,126.7,41.1,95,1.3,0.5,False
W00000,2026-03-01,11.1,7,190.8,18.6,99,2.7,0.597,False
W00000,2026-03-04,4.8,4,133.8,30.7,113,1.1,0.293,False
W00000,2026-03-05,2.3,11,98.4,13.4,51,0.7,0.465,False
W00000,2026-03-06,5.3,12,149.7,28.0,3,1.7,0.594,False
W00000,2026-03-08,15.4,4,95.5,29.0,35,5.3,0.624,False
W00000,2026-03-10,13.2,9,103.1,29.2,50,4.8,0.734,True
W00000,2026-03-12,9.9,5,194.0,32.9,35,0.7,0.488,False
W00000,2026-03-15,2.4,4,143.7,41.4,115,0.5,0.218,False
W00000,2026-03-16,13.5,8,100.1,43.4,62,1.8,0.708,True
W00000,2026-03-18,7.4,4,70.9,34.9,81,0.1,0.374,False
W00000,2026-03-19,11.7,5,149.3,38.1,85,1.7,0.544,False
W00000,2026-03-20,14.0,5,179.3,38.3,100,5.5,0.616,False
W00000,2026-03-21,10.4,12,135.5,37.1,26,1.7,0.754,True
W00000,2026-03-22,15.4,10,32.6,11.0,94,3.3,0.838,True
W00000,2026-03-23,10.3,9,34.8,40.8,78,3.8,0.643,False
W00000,2026-03-24,2.8,6,109.4,38.1,59,0.9,0.302,False
W00000,2026-03-26,2.6,11,122.2,10.6,68,1.0,0.474,False
W00000,2026-03-27,15.4,10,81.1,14.6,24,3.3,0.838,True
W00000,2026-03-28,2.4,2,22.0,15.5,98,0.7,0.146,False
W00000,2026-03-29,6.6,6,190.2,37.4,113,1.7,0.421,False
W00000,2026-03-30,15.4,13,113.1,20.9,93,2.3,0.946,True
W00000,2026-03-31,11.8,8,194.1,30.6,47,2.0,0.654,True
W00001,2026-01-01,4.7,3,15.7,22.8,89,1.7,0.254,False
W00001,2026-01-02,12.8,3,79.3,46.7,21,3.7,0.507,False
W00001,2026-01-04,14.0,14,125.6,17.3,5,4.3,0.938,True
W00001,2026-01-05,7.7,14,36.4,25.2,29,2.1,0.741,True
W00001,2026-01-06,6.5,9,180.7,34.4,110,0.5,0.525,False
W00001,2026-01-07,3.4,8,49.6,33.5,47,1.1,0.392,False
W00001,2026-01-08,7.9,7,28.5,13.1,66,1.2,0.497,False
W00001,2026-01-09,9.2,12,20.1,38.8,73,2.6,0.716,True
W00001,2026-01-11,4.4,3,78.5,33.3,28,0.9,0.245,False
W00001,2026-01-12,10.1,14,33.3,17.6,63,1.8,0.816,True
W00001,2026-01-13,7.6,4,83.7,30.2,117,1.3,0.38,False
W00001,2026-01-14,10.7,12,137.5,25.4,100,3.0,0.763,True
W00001,2026-01-15,8.5,8,17.0,49.0,68,0.0,0.551,False
W00001,2026-01-16,2.5,6,16.2,38.5,36,0.6,0.292,False
W00001,2026-01-17,3.9,2,103.2,44.9,70,0.6,0.193,False
W00001,2026-01-18,13.7,11,115.0,39.7,85,1.6,0.821,True
W00001,2026-01-19,6.8,13,140.7,15.4,83,0.4,0.677,True
W00001,2026-01-20,3.9,1,179.8,48.5,23,0.3,0.158,False
W00001,2026-01-23,9.0,9,32.0,16.4,16,2.0,0.603,False
W00001,2026-01-24,2.2,12,162.3,12.5,87,0.6,0.497,False
W00001,2026-01-26,6.9,4,143.1,31.7,94,2.5,0.358,False
W00001,2026-01-27,14.1,3,173.6,30.7,18,3.8,0.548,False
W00001,2026-01-29,12.0,9,123.0,16.5,117,4.2,0.696,True
W00001,2026-01-30,3.1,7,110.0,26.3,65,0.5,0.347,False
W00001,2026-01-31,5.4,9,103.6,20.5,38,1.1,0.49,False
W00001,2026-02-02,4.5,12,172.0,49.1,91,1.3,0.569,False
W00001,2026-02-04,2.9,7,154.4,11.3,94,0.9,0.341,False
W00001,2026-02-05,15.9,8,20.7,14.1,67,4.1,0.783,True
W00001,2026-02-06,6.0,7,44.3,17.2,109,0.4,0.438,False
W00001,2026-02-10,11.0,12,157.5,39.5,53,2.8,0.772,True
W00001,2026-02-11,2.0,12,143.1,43.1,90,0.1,0.491,False
W00001,2026-02-13,14.5,11,16.5,28.4,66,5.1,0.846,True
W00001,2026-02-14,4.5,13,146.5,17.4,70,1.1,0.605,False
W00001,2026-02-15,15.8,13,192.6,14.6,6,2.7,0.958,True
W00001,2026-02-17,2.3,9,147.3,38.9,74,0.6,0.393,False
W00001,2026-02-19,8.4,3,189.1,11.1,60,2.5,0.37,False
W00001,2026-02-22,13.5,11,179.7,13.2,14,1.4,0.815,True
W00001,2026-02-23,7.8,12,22.3,19.0,17,3.0,0.672,True
W00001,2026-02-24,15.7,12,29.3,12.0,58,4.0,0.919,True
W00001,2026-02-25,3.0,3,156.6,33.5,92,0.5,0.201,False
W00001,2026-02-26,6.2,1,64.6,45.9,26,1.8,0.229,False
W00001,2026-03-01,7.9,10,81.9,12.3,68,2.9,0.604,False
W00001,2026-03-02,5.0,12,56.1,15.0,114,1.2,0.585,False
W00001,2026-03-03,9.2,11,51.7,39.3,114,0.7,0.68,True
W00001,2026-03-06,9.5,6,94.6,24.1,31,3.0,0.511,False
W00001,2026-03-07,9.5,10,198.7,44.6,96,0.6,0.654,True
W00001,2026-03-09,11.2,9,54.6,11.9,45,1.1,0.671,True
W00001,2026-03-10,11.6,13,36.4,47.6,49,1.0,0.827,True
W00001,2026-03-11,12.3,3,60.2,32.7,67,0.5,0.492,False
W00001,2026-03-13,5.7,13,108.0,46.4,102,0.8,0.642,False
W00001,2026-03-14,8.6,5,47.1,39.9,53,3.2,0.447,False
W00001,2026-03-15,3.1,1,11.4,18.7,93,0.4,0.133,False
W00001,2026-03-19,12.9,6,128.7,47.6,89,4.7,0.617,False
W00001,2026-03-21,5.7,9,94.6,29.8,54,2.1,0.5,False
W00001,2026-03-22,15.3,8,13.4,23.0,4,0.9,0.764,True
W00001,2026-03-23,11.2,14,70.1,20.5,3,1.3,0.85,True
W00001,2026-03-24,2.4,3,63.5,15.6,68,0.6,0.182,False
W00001,2026-03-25,2.4,2,38.4,13.9,9,0.7,0.146,False
W00001,2026-03-26,9.7,11,38.8,21.5,17,2.6,0.696,True
W00001,2026-03-28,10.7,13,54.3,46.0,16,1.5,0.799,True
W00001,2026-03-29,7.4,1,29.6,44.5,101,0.6,0.267,False
W00001,2026-03-30,4.7,12,127.4,49.5,57,1.1,0.575,False
W00002,2026-01-01,5.5,4,119.3,32.0,45,2.1,0.315,False
W00002,2026-01-03,2.7,8,108.2,21.0,19,0.9,0.37,False
W00002,2026-01-04,9.1,2,89.8,44.6,71,3.3,0.356,False
W00002,2026-01-06,13.5,4,58.4,10.5,90,4.5,0.565,False
W00002,2026-01-07,9.5,1,55.9,35.9,27,1.6,0.333,False
W00002,2026-01-08,13.7,11,177.9,49.2,8,4.7,0.821,True
W00002,2026-01-09,4.9,14,125.3,36.8,65,1.6,0.653,True
W00002,2026-01-10,4.1,11,108.1,20.7,106,0.3,0.521,False
W00002,2026-01-11,15.7,14,97.3,12.6,106,0.3,0.991,True
W00002,2026-01-12,6.4,1,156.7,23.1,5,0.1,0.236,False
W00002,2026-01-13,14.1,6,182.0,33.0,56,4.2,0.655,True
W00002,2026-01-15,14.3,12,70.8,14.7,48,0.7,0.875,True
W00002,2026-01-16,5.9,5,93.4,34.6,90,0.2,0.363,False
W00002,2026-01-17,15.9,7,150.8,26.3,7,4.9,0.747,True
W00002,2026-01-18,4.0,10,40.5,23.6,88,0.1,0.482,False
W00002,2026-01-19,5.8,10,14.5,27.7,25,2.1,0.538,False
W00002,2026-01-21,2.0,8,188.4,25.9,70,0.1,0.348,False
W00002,2026-01-22,15.2,13,172.4,30.9,95,5.4,0.939,True
W00002,2026-01-23,6.9,10,164.5,42.9,75,1.9,0.573,False
W00002,2026-01-24,11.7,4,141.8,34.4,94,3.5,0.508,False
W00002,2026-01-25,2.6,14,68.0,36.2,45,0.4,0.581,False
W00002,2026-01-26,13.0,13,183.8,39.2,87,3.8,0.871,True
W00002,2026-01-27,3.7,12,16.4,13.4,28,0.1,0.544,False
W00002,2026-01-28,5.6,11,77.3,34.7,72,1.8,0.568,False
W00002,2026-01-29,13.4,4,11.9,39.0,71,1.8,0.562,False
W00002,2026-01-30,3.9,13,103.8,35.3,7,0.7,0.586,False
W00002,2026-01-31,12.7,12,161.1,19.4,67,1.5,0.825,True
W00002,2026-02-02,8.3,8,103.9,36.1,112,0.4,0.545,False
W00002,2026-02-03,3.5,13,152.9,14.0,103,1.3,0.574,False
W00002,2026-02-04,9.3,2,136.8,39.6,16,1.4,0.362,False
W00002,2026-02-05,5.3,11,96.7,42.5,86,1.3,0.558,False
W00002,2026-02-06,15.0,5,97.3,22.2,110,2.9,0.647,False
W00002,2026-02-07,6.3,7,45.3,37.4,104,2.2,0.447,False
W00002,2026-02-08,2.2,4,29.6,37.9,50,0.6,0.212,False
W00002,2026-02-09,7.4,6,91.9,41.4,118,0.7,0.446,False
W00002,2026-02-10,4.4,9,58.1,37.2,26,1.1,0.459,False
W00002,2026-02-11,14.9,12,126.2,46.3,18,5.2,0.894,True
W00002,2026-02-12,8.9,7,79.9,13.4,37,0.8,0.528,False
W00002,2026-02-13,10.1,8,124.0,44.0,92,0.2,0.601,False
W00002,2026-02-14,5.3,1,152.6,27.2,94,0.9,0.201,False
W00002,2026-02-15,11.9,9,135.9,37.7,109,4.7,0.693,True
W00002,2026-02-16,6.0,3,137.8,38.9,46,1.7,0.295,False
W00002,2026-02-17,7.3,10,19.8,10.4,18,2.5,0.585,False
W00002,2026-02-18,14.0,10,170.8,47.6,16,4.2,0.795,True
W00002,2026-02-20,4.4,11,158.0,34.1,53,0.2,0.53,False
W00002,2026-02-21,15.7,10,193.8,39.8,0,0.3,0.848,True
W00002,2026-02-23,10.3,13,127.5,25.5,44,0.2,0.786,True
W00002,2026-02-26,6.4,3,194.2,26.2,88,0.7,0.307,False
W00002,2026-02-27,7.8,10,19.6,17.3,20,0.9,0.601,False
W00002,2026-02-28,5.8,5,69.3,15.3,63,1.7,0.36,False
W00002,2026-03-01,10.4,11,103.6,11.4,108,3.0,0.718,True
W00002,2026-03-02,4.4,7,89.6,21.1,118,1.5,0.388,False
W00002,2026-03-03,9.5,6,59.4,25.4,54,3.3,0.511,False
W00002,2026-03-04,7.2,2,197.1,19.8,58,0.6,0.296,False
W00002,2026-03-05,4.4,9,87.0,13.7,76,1.7,0.459,False
W00002,2026-03-06,12.5,7,58.9,38.2,30,3.2,0.641,False
W00002,2026-03-07,14.2,2,30.7,24.5,42,1.6,0.515,False
W00002,2026-03-09,8.7,8,13.3,28.6,25,3.3,0.558,False
W00002,2026-03-10,7.6,11,50.6,37.6,108,0.2,0.63,False
W00002,2026-03-11,12.4,4,92.0,15.3,101,4.6,0.53,False
W00002,2026-03-12,4.0,12,67.7,20.5,39,1.6,0.554,False
W00002,2026-03-13,14.6,9,159.5,23.1,93,3.9,0.778,True
W00002,2026-03-14,13.1,11,143.7,37.2,76,2.6,0.802,True
W00002,2026-03-15,6.4,5,32.8,35.2,88,1.0,0.379,False
W00002,2026-03-16,4.6,9,56.8,48.2,9,0.8,0.465,False
W00002,2026-03-17,3.7,5,109.4,41.8,119,0.3,0.294,False
W00002,2026-03-18,9.3,9,119.6,22.4,1,1.6,0.612,False
W00002,2026-03-19,12.3,3,61.1,22.1,32,3.3,0.492,False
W00002,2026-03-20,10.2,7,50.8,36.4,37,3.6,0.569,False
W00002,2026-03-21,7.5,12,136.5,25.6,64,2.0,0.663,True
W00002,2026-03-22,9.3,5,182.2,38.3,102,2.9,0.469,False
W00002,2026-03-25,9.6,13,42.8,39.5,112,0.2,0.764,True
W00002,2026-03-26,9.0,14,110.0,11.7,74,0.2,0.781,True
W00002,2026-03-27,11.0,13,23.8,26.1,72,1.3,0.808,True
W00002,2026-03-28,3.6,10,56.7,48.2,16,0.6,0.47,False
W00002,2026-03-29,10.3,12,173.0,35.4,21,1.7,0.75,True
W00003,2026-01-01,14.5,2,46.1,16.3,76,0.5,0.525,False
W00003,2026-01-02,4.5,2,48.3,45.4,101,0.5,0.212,False
W00003,2026-01-03,6.8,6,58.2,11.1,10,1.1,0.427,False
W00003,2026-01-05,4.3,14,106.4,34.1,19,1.4,0.634,False
W00003,2026-01-06,15.1,12,198.5,39.8,3,1.5,0.9,True
W00003,2026-01-07,11.9,8,41.6,48.2,56,4.0,0.658,True
W00003,2026-01-08,8.0,9,25.8,32.9,52,1.6,0.571,False
W00003,2026-01-10,12.2,13,14.5,15.0,41,1.0,0.846,True
W00003,2026-01-11,13.9,2,139.4,37.3,84,3.2,0.506,False
W00003,2026-01-12,7.4,4,43.2,35.6,56,0.7,0.374,False
W00003,2026-01-13,14.1,10,153.4,24.5,79,1.5,0.798,True
W00003,2026-01-14,9.2,6,37.9,16.8,40,1.2,0.502,False
W00003,2026-01-17,14.8,2,150.3,14.0,111,5.2,0.534,False
W00003,2026-01-18,10.3,12,37.2,27.1,86,1.4,0.75,True
W00003,2026-01-19,8.0,5,90.1,44.5,93,2.3,0.429,False
W00003,2026-01-21,10.6,14,75.9,23.9,88,1.8,0.831,True
W00003,2026-01-23,4.7,9,30.8,37.5,103,0.2,0.468,False
W00003,2026-01-24,4.8,2,123.6,26.1,45,1.4,0.221,False
W00003,2026-01-26,5.8,9,19.8,25.5,51,0.4,0.503,False
W00003,2026-01-27,7.8,9,26.5,29.7,33,1.9,0.565,False
W00003,2026-01-30,5.7,11,76.1,43.3,120,2.1,0.571,False
W00003,2026-02-02,13.0,7,167.9,19.5,54,0.3,0.656,True
W00003,2026-02-04,8.1,1,146.8,45.4,102,2.1,0.289,False
W00003,2026-02-07,11.8,5,52.8,19.8,62,4.1,0.547,False
W00003,2026-02-08,11.8,2,36.7,42.7,43,3.5,0.44,False
W00003,2026-02-10,5.1,5,171.3,22.1,71,1.5,0.338,False
W00003,2026-02-12,7.6,12,81.9,26.3,1,1.6,0.666,True
W00003,2026-02-14,8.9,14,86.2,39.7,85,1.7,0.778,True
W00003,2026-02-16,12.5,14,183.0,49.0,37,3.1,0.891,True
W00003,2026-02-18,8.1,6,68.7,30.7,15,0.3,0.467,False
W00003,2026-02-19,10.3,11,183.0,18.6,7,3.8,0.715,True
W00003,2026-02-22,10.2,8,66.4,32.7,77,4.0,0.604,False
W00003,2026-02-23,3.6,12,148.2,42.3,0,0.6,0.541,False
W00003,2026-02-24,8.3,6,155.3,19.7,52,0.8,0.474,False
W00003,2026-02-26,8.2,5,136.3,47.0,23,1.5,0.435,False
W00003,2026-02-27,10.9,2,115.4,14.5,91,2.3,0.412,False
W00003,2026-02-28,15.7,11,178.1,11.7,17,2.6,0.883,True
W00003,2026-03-02,2.3,1,95.0,39.3,49,0.5,0.108,False
W00003,2026-03-04,3.6,12,43.7,13.7,96,1.0,0.541,False
W00003,2026-03-05,7.5,14,129.2,30.3,68,2.8,0.734,True
W00003,2026-03-06,6.7,5,168.1,23.0,106,1.0,0.388,False
W00003,2026-03-07,5.8,11,100.4,27.5,39,2.0,0.574,False
W00003,2026-03-08,11.3,7,164.3,43.2,99,3.2,0.603,False
W00003,2026-03-10,3.9,11,123.5,43.8,59,1.1,0.515,False
W00003,2026-03-11,7.0,12,62.3,32.8,83,2.7,0.647,False
W00003,2026-03-12,13.7,6,76.4,37.1,103,5.2,0.642,False
W00003,2026-03-13,4.7,4,104.7,28.0,2,0.2,0.29,False
W00003,2026-03-14,13.6,5,56.9,47.1,46,0.7,0.604,False
W00003,2026-03-15,15.4,14,84.8,19.6,68,1.0,0.981,True
W00003,2026-03-16,11.7,4,124.7,43.4,113,4.6,0.508,False
W00003,2026-03-19,4.9,12,105.5,14.6,61,1.0,0.582,False
W00003,2026-03-21,2.4,3,109.3,20.5,2,0.3,0.182,False
W00003,2026-03-22,14.6,11,10.8,49.2,86,1.3,0.849,True
W00003,2026-03-23,15.8,14,113.9,12.7,38,3.3,0.994,True
W00003,2026-03-24,14.7,9,75.9,37.8,41,3.5,0.781,True
W00003,2026-03-25,10.3,7,123.1,42.4,55,3.3,0.572,False
W00003,2026-03-26,4.5,14,108.2,47.5,96,0.9,0.641,False
W00003,2026-03-29,11.4,6,120.9,38.5,53,2.5,0.571,False
W00003,2026-03-30,10.5,4,64.4,16.5,45,2.1,0.471,False
W00003,2026-03-31,2.2,13,76.2,20.8,114,0.5,0.533,False
W00004,2026-01-01,5.2,10,23.8,23.4,74,0.1,0.52,False
W00004,2026-01-03,11.6,6,134.2,32.1,99,1.7,0.577,False
W00004,2026-01-04,12.4,3,82.2,25.2,84,1.5,0.495,False
W00004,2026-01-05,11.3,7,64.7,21.5,96,4.2,0.603,False
W00004,2026-01-06,5.8,11,160.7,40.3,90,0.1,0.574,False
W00004,2026-01-07,7.0,3,178.9,30.9,27,0.6,0.326,False
W00004,2026-01-08,6.8,7,120.4,12.6,32,0.6,0.463,False
W00004,2026-01-10,13.6,8,73.8,46.2,88,3.3,0.711,True
W00004,2026-01-11,9.8,5,52.6,27.0,9,3.8,0.485,False
W00004,2026-01-12,4.0,5,101.4,26.7,96,0.8,0.304,False
W00004,2026-01-13,3.8,3,23.7,21.7,32,0.6,0.226,False
W00004,2026-01-14,7.4,13,74.5,46.1,18,0.5,0.696,True
W00004,2026-01-15,7.9,2,69.2,40.8,115,3.1,0.318,False
W00004,2026-01-16,9.4,1,92.7,41.7,23,3.4,0.329,False
W00004,2026-01-17,14.8,14,125.0,31.6,27,0.7,0.963,True
W00004,2026-01-18,12.7,6,124.2,28.6,119,4.7,0.611,False
W00004,2026-01-20,12.7,1,169.0,14.6,107,3.7,0.433,False
W00004,2026-01-22,2.5,1,149.8,33.5,64,0.1,0.114,False
W00004,2026-01-23,3.9,3,50.2,29.6,32,0.3,0.229,False
W00004,2026-01-24,8.5,11,108.9,45.8,36,3.0,0.658,True
W00004,2026-01-25,9.6,14,33.4,47.8,1,2.0,0.8,True
W00004,2026-01-26,3.2,3,22.9,46.1,105,0.1,0.207,False
W00004,2026-01-30,7.8,6,190.5,35.4,42,0.9,0.458,False
W00004,2026-02-02,14.4,10,188.3,10.7,50,4.9,0.807,True
W00004,2026-02-05,7.9,1,145.4,26.8,102,0.1,0.283,False
W00004,2026-02-06,11.7,10,143.9,40.1,20,3.1,0.723,True
W00004,2026-02-07,10.0,2,108.9,18.6,22,0.7,0.384,False
W00004,2026-02-09,7.3,5,159.8,30.0,97,0.1,0.407,False
W00004,2026-02-10,15.6,6,117.9,25.0,84,2.9,0.702,True
W00004,2026-02-11,5.9,7,72.8,46.4,41,0.1,0.434,False
W00004,2026-02-12,5.5,11,93.8,40.4,11,1.8,0.565,False
W00004,2026-02-14,12.8,12,95.3,15.7,35,1.9,0.829,True
W00004,2026-02-16,2.7,1,115.8,10.2,107,0.6,0.12,False
W00004,2026-02-17,11.3,6,26.8,31.9,26,4.4,0.567,False
W00004,2026-02-18,8.7,9,176.1,13.1,67,1.2,0.593,False
W00004,2026-02-19,14.8,4,40.9,24.6,101,1.1,0.605,False
W00004,2026-02-20,14.5,12,137.9,33.0,69,5.5,0.882,True
W00004,2026-02-21,13.4,14,37.6,39.3,12,3.4,0.919,True
W00004,2026-02-22,2.1,5,147.8,42.8,14,0.3,0.244,False
W00004,2026-02-23,7.9,4,21.7,21.7,12,0.8,0.39,False
W00004,2026-02-24,13.4,5,71.9,23.1,47,3.1,0.597,False
W00004,2026-02-25,4.9,7,101.4,49.1,99,1.4,0.403,False
W00004,2026-02-26,12.6,7,185.1,25.5,54,4.0,0.644,False
W00004,2026-02-28,5.1,14,53.7,33.3,53,0.8,0.659,True
W00004,2026-03-01,6.2,11,191.1,19.4,40,1.7,0.587,False
W00004,2026-03-03,4.5,9,187.8,43.1,31,0.2,0.462,False
W00004,2026-03-05,14.6,8,140.4,22.0,68,3.6,0.742,True
W00004,2026-03-06,4.8,11,106.3,25.5,90,1.1,0.543,False
W00004,2026-03-07,4.9,13,112.8,33.3,55,1.3,0.617,False
W00004,2026-03-08,7.9,5,11.3,20.1,47,2.0,0.425,False
W00004,2026-03-09,14.2,8,191.4,24.4,34,5.3,0.729,True
W00004,2026-03-10,13.4,1,124.6,17.5,45,0.6,0.454,False
W00004,2026-03-11,14.7,3,191.3,24.0,53,0.0,0.567,False
W00004,2026-03-12,14.1,9,10.1,42.0,11,1.2,0.762,True
W00004,2026-03-14,13.8,14,43.4,15.4,92,2.9,0.931,True
W00004,2026-03-17,3.1,13,69.6,26.9,96,0.8,0.561,False
W00004,2026-03-18,13.4,2,156.1,40.4,74,2.5,0.49,False
W00004,2026-03-22,4.5,6,73.7,49.8,102,1.4,0.355,False
W00004,2026-03-23,2.1,9,38.1,48.3,10,0.6,0.387,False
W00004,2026-03-24,8.3,8,119.1,34.0,2,2.7,0.545,False
W00004,2026-03-26,9.3,4,168.7,17.1,9,2.3,0.433,False
W00004,2026-03-30,5.6,9,156.4,29.4,109,1.0,0.496,False
W00004,2026-03-31,3.6,9,114.5,18.7,55,1.4,0.434,False
W00005,2026-01-01,11.5,12,150.5,29.3,100,3.0,0.788,True
W00005,2026-01-02,3.9,3,158.3,38.5,41,0.4,0.229,False
W00005,2026-01-03,8.3,5,96.3,41.0,96,1.2,0.438,False
W00005,2026-01-04,15.9,6,21.0,24.8,105,1.2,0.711,True
W00005,2026-01-07,9.0,5,162.0,44.3,55,0.3,0.46,False
W00005,2026-01-08,11.2,1,178.3,37.2,25,3.4,0.386,False
W00005,2026-01-09,8.2,5,56.6,35.2,95,1.3,0.435,False
W00005,2026-01-13,4.2,3,111.7,21.2,21,0.2,0.238,False
W00005,2026-01-14,2.7,6,17.4,42.0,64,0.2,0.299,False
W00005,2026-01-15,14.4,11,98.6,22.9,105,3.1,0.843,True
W00005,2026-01-16,14.2,9,112.1,34.8,63,4.2,0.765,True
W00005,2026-01-17,13.2,12,165.5,24.3,0,3.5,0.841,True
W00005,2026-01-19,12.7,12,153.9,18.8,25,0.6,0.825,True
W00005,2026-01-20,6.3,10,140.2,34.2,37,1.0,0.554,False
W00005,2026-01-21,2.0,1,184.3,19.6,55,0.6,0.098,False
W00005,2026-01-22,14.2,2,14.7,18.0,17,4.0,0.515,False
W00005,2026-01-23,13.1,7,39.1,40.6,100,2.1,0.659,True
W00005,2026-01-24,9.9,2,107.1,42.1,96,3.3,0.381,False
W00005,2026-01-26,5.8,7,128.3,26.8,111,2.0,0.431,False
W00005,2026-01-27,9.7,5,16.0,33.8,69,3.1,0.482,False
W00005,2026-01-28,12.1,14,14.4,16.7,55,3.5,0.878,True
W00005,2026-01-30,15.1,5,54.7,16.2,11,2.9,0.65,True
W00005,2026-01-31,6.4,14,17.9,17.6,71,0.0,0.7,True
W00005,2026-02-01,5.7,14,106.0,48.7,89,1.2,0.678,True
W00005,2026-02-02,6.3,2,139.0,42.4,65,1.6,0.268,False
W00005,2026-02-03,2.7,12,42.8,39.1,53,0.5,0.513,False
W00005,2026-02-04,8.6,4,172.9,38.5,108,3.4,0.412,False
W00005,2026-02-06,6.9,7,110.0,34.8,6,0.4,0.466,False
W00005,2026-02-09,13.7,3,30.5,36.7,2,4.2,0.535,False
W00005,2026-02-13,12.8,2,115.9,23.8,79,0.5,0.471,False
W00005,2026-02-15,13.2,11,82.2,12.4,42,2.6,0.805,True
W00005,2026-02-17,5.5,2,75.3,28.3,100,0.4,0.243,False
W00005,2026-02-18,16.0,14,186.3,46.2,99,0.1,1.0,True
W00005,2026-02-19,7.8,14,103.4,18.3,90,1.9,0.744,True
W00005,2026-02-20,4.5,8,78.3,36.5,55,1.5,0.426,False
W00005,2026-02-21,12.3,8,177.2,41.2,54,0.1,0.67,True
W00005,2026-02-22,4.5,8,151.6,34.2,2,0.0,0.426,False
W00005,2026-02-23,11.7,6,169.7,19.8,5,1.1,0.58,False
W00005,2026-02-24,2.5,2,35.0,48.4,75,0.7,0.15,False
W00005,2026-02-26,10.9,4,74.0,33.8,29,3.3,0.483,False
W00005,2026-02-27,4.8,12,178.0,35.5,87,1.4,0.579,False
W00005,2026-02-28,6.7,12,151.5,37.7,50,2.1,0.638,False
W00005,2026-03-01,3.4,1,132.6,31.8,46,0.8,0.142,False
W00005,2026-03-02,11.0,4,53.5,17.2,46,3.3,0.487,False
W00005,2026-03-03,6.7,14,111.7,27.2,72,2.2,0.709,True
W00005,2026-03-05,9.9,1,39.0,21.0,84,0.7,0.345,False
W00005,2026-03-06,10.1,7,142.2,45.7,12,0.7,0.566,False
W00005,2026-03-07,7.6,3,126.7,21.9,12,1.0,0.345,False
