worker_id,city,platforms,num_platforms,avg_rating,account_age_days,is_active
W00044,Pune,ola,1,4.78,249,True
W00045,Lucknow,"blinkit,ola",2,3.3,601,True
W00046,Mumbai,"dunzo,blinkit",2,4.85,509,True
W00047,Delhi,"blinkit,zomato",2,4.42,885,True
W00048,Mumbai,"uber,blinkit,rapido",3,3.15,720,False
W00049,Bangalore,ola,1,3.56,732,True
W00050,Bangalore,blinkit,1,3.9,1123,True
W00051,Chennai,uber,1,3.97,1284,True
W00052,Lucknow,swiggy,1,3.85,741,True
W00053,Mumbai,"swiggy,blinkit,zepto",3,4.57,431,True
W00054,Mumbai,"uber,blinkit",2,4.12,678,True
W00055,Kolkata,"dunzo,zepto,uber,zomato",4,3.49,167,True
W00056,Mumbai,"dunzo,swiggy",2,4.5,374,True
W00057,Lucknow,"zepto,ola,uber",3,4.47,1464,False
W00058,Hyderabad,"ola,rapido,dunzo,uber",4,4.81,605,True
W00059,Kolkata,swiggy,1,3.2,1039,True
W00060,Bangalore,"blinkit,uber,ola",3,4.42,1415,True
W00061,Delhi,dunzo,1,4.82,263,True
W00062,Delhi,"blinkit,zomato",2,4.23,857,True
W00063,Mumbai,"blinkit,uber,swiggy,rapido",4,3.58,1387,True
W00064,Kolkata,"dunzo,uber",2,3.1,731,True
W00065,Bangalore,"rapido,zomato",2,4.96,651,True
W00066,Pune,"blinkit,zomato",2,4.02,1173,False
W00067,Pune,"uber,ola",2,3.39,776,True
W00068,Jaipur,zomato,1,3.15,1201,True
W00069,Bangalore,rapido,1,4.67,914,True
W00070,Pune,"rapido,swiggy,blinkit,uber",4,4.36,707,True
W00071,Mumbai,zomato,1,3.53,1332,False
W00072,Delhi,"zepto,uber,blinkit,dunzo",4,4.05,933,True
W00073,Pune,"ola,dunzo,swiggy,rapido",4,4.76,1038,True
W00074,Jaipur,"uber,blinkit,zepto",3,3.73,752,True
W00075,Chennai,"uber,dunzo,blinkit",3,3.85,859,True
W00076,Kolkata,"dunzo,uber,zomato",3,3.1,493,False
W00077,Hyderabad,"rapido,zomato,uber",3,3.03,356,True
W00078,Lucknow,"rapido,zomato",2,3.85,65,True
W00079,Lucknow,"blinkit,dunzo,zomato,rapido",4,3.59,1009,True
W00080,Kolkata,zomato,1,3.93,1336,True
W00081,Delhi,"ola,dunzo,uber",3,4.11,553,True
W00082,Delhi,"rapido,ola",2,3.71,1098,False
W00083,Jaipur,"dunzo,swiggy",2,4.17,786,True
W00084,Delhi,"swiggy,zomato",2,4.34,595,True
W00085,Mumbai,"blinkit,uber",2,3.62,1305,True
W00086,Kolkata,"zepto,dunzo",2,4.8,154,False
W00087,Mumbai,rapido,1,3.97,812,True
W00088,Ahmedabad,"uber,ola",2,4.47,565,True
W00089,Ahmedabad,"uber,zepto,rapido,blinkit",4,4.19,451,False
W00090,Mumbai,zepto,1,4.32,941,True
W00091,Delhi,"swiggy,blinkit,zomato",3,4.23,431,True
W00092,Pune,"dunzo,ola,blinkit,uber",4,3.08,1473,True
W00093,Ahmedabad,"dunzo,ola",2,3.39,1339,True
W00094,Hyderabad,"swiggy,blinkit",2,3.71,692,True
W00095,Hyderabad,uber,1,3.37,589,True
W00096,Hyderabad,"blinkit,zepto,ola,zomato",4,3.17,64,True
W00097,Hyderabad,"zepto,zomato",2,3.61,616,True
W00098,Ahmedabad,"swiggy,rapido,zomato",3,4.53,1077,True
W00099,Lucknow,"zepto,blinkit",2,3.57,846,True
W00100,Hyderabad,"dunzo,ola,uber,zepto",4,4.49,329,True
W00101,Kolkata,"rapido,dunzo",2,4.35,120,True
W00102,Hyderabad,rapido,1,4.28,1045,True
W00103,Delhi,zepto,1,3.98,214,True
W00104,Jaipur,"dunzo,rapido",2,4.59,608,True
W00105,Pune,uber,1,3.53,353,True
W00106,Pune,"blinkit,uber,zomato,swiggy",4,3.54,1336,True
W00107,Pune,zomato,1,3.29,61,False
W00108,Kolkata,ola,1,3.33,1332,True
W00109,Delhi,"swiggy,blinkit",2,3.78,658,True
W00110,Ahmedabad,swiggy,1,3.98,227,True
W00111,Ahmedabad,"ola,uber,zepto",3,3.43,551,True
W00112,Delhi,"ola,zepto",2,4.47,370,True
W00113,Delhi,zepto,1,4.2,770,True
W00114,Chennai,"uber,swiggy,zomato,ola",4,3.2,1364,True
W00115,Kolkata,"blinkit,zepto,dunzo,rapido",4,4.46,65,True
W00116,Hyderabad,"rapido,uber",2,3.83,415,True
W00117,Ahmedabad,swiggy,1,4.95,777,True
W00118,Bangalore,"zomato,ola,blinkit",3,4.22,1169,True
W00119,Lucknow,ola,1,3.26,97,True
W00120,Mumbai,"ola,blinkit,dunzo",3,4.86,979,True
W00121,Delhi,"swiggy,uber,zepto,zomato",4,3.67,859,True
W00122,Jaipur,"dunzo,zomato,uber",3,4.37,661,True
W00123,Chennai,"swiggy,dunzo,rapido",3,3.31,1132,True
W00124,Pune,swiggy,1,3.29,1022,True
W00125,Jaipur,"dunzo,uber,ola,rapido",4,3.73,448,True
W00126,Delhi,"blinkit,zepto",2,4.87,242,True
W00127,Lucknow,"dunzo,rapido,zepto,uber",4,4.42,1445,True
W00128,Pune,"zepto,rapido,uber,ola",4,3.98,928,True
W00129,Kolkata,"zepto,rapido",2,3.8,1071,True
W00130,Lucknow,"uber,zomato,swiggy,zepto",4,4.54,1405,True
W00131,Jaipur,"uber,zomato,ola,rapido",4,3.48,176,False
W00132,Mumbai,"dunzo,rapido",2,3.11,759,True
W00133,Bangalore,"rapido,blinkit,zomato",3,4.9,464,True
W00134,Bangalore,"blinkit,zomato",2,3.97,908,True
W00135,Delhi,"ola,zomato",2,3.74,359,True
W00136,Chennai,blinkit,1,4.33,1134,True
W00137,Hyderabad,"uber,dunzo,rapido,zepto",4,4.53,1319,True
W00138,Mumbai,"rapido,uber,ola",3,3.42,782,True
W00139,Mumbai,ola,1,3.03,119,True
W00140,Mumbai,uber,1,3.44,168,True
W00141,Hyderabad,"uber,blinkit,ola",3,3.27,1287,True
W00142,Kolkata,"swiggy,ola,zepto",3,3.26,305,True
W00143,Bangalore,"ola,rapido",2,3.16,260,True
W00144,Lucknow,"ola,uber",2,4.8,86,False
W00145,Jaipur,"zepto,rapido,uber,blinkit",4,4.15,568,True
W00146,Lucknow,uber,1,4.1,284,True
W00147,Hyderabad,swiggy,1,4.58,952,False
W00148,Delhi,"rapido,uber,swiggy",3,3.85,181,True
W00149,Lucknow,"zepto,zomato",2,4.44,943,True
W00150,Hyderabad,"zomato,rapido",2,3.73,201,True
W00151,Hyderabad,ola,1,4.72,1446,True
W00152,Ahmedabad,"swiggy,uber,ola",3,3.01,437,True
W00153,Kolkata,"swiggy,zepto,blinkit,zomato",4,4.44,511,True
W00154,Pune,"dunzo,uber,zomato,blinkit",4,3.23,699,True
W00155,Bangalore,"zepto,uber",2,4.19,1315,True
W00156,Hyderabad,"dunzo,blinkit,zepto",3,4.12,507,True
W00157,Hyderabad,"zomato,zepto",2,3.22,655,True
W00158,Kolkata,"uber,zepto,ola,zomato",4,3.3,512,True
W00159,Jaipur,"dunzo,uber",2,4.52,597,True
W00160,Bangalore,ola,1,3.92,1462,True
W00161,Jaipur,uber,1,4.57,735,True
W00162,Kolkata,"swiggy,blinkit",2,4.47,972,True
W00163,Ahmedabad,"zepto,blinkit,swiggy",3,3.04,1383,True
W00164,Lucknow,"zepto,ola,dunzo,swiggy",4,4.38,100,False
W00165,Delhi,"blinkit,rapido,ola,dunzo",4,3.45,73,True
W00166,Ahmedabad,"rapido,zepto,dunzo",3,4.58,1030,True
W00167,Kolkata,"zepto,zomato,rapido",3,4.65,679,True
W00168,Jaipur,"dunzo,zepto,blinkit,rapido",4,4.2,129,True
W00169,Hyderabad,"swiggy,uber,zomato",3,4.19,1484,True
W00170,Mumbai,zomato,1,3.19,947,True
W00171,Pune,"uber,blinkit,swiggy",3,4.89,317,True
W00172,Lucknow,rapido,1,3.37,453,False
W00173,Ahmedabad,"swiggy,blinkit,dunzo,ola",4,4.9,1445,True
W00174,Bangalore,ola,1,4.44,532,True
W00175,Chennai,"rapido,zepto",2,4.63,1060,True
W00176,Mumbai,swiggy,1,4.77,1265,True
W00177,Ahmedabad,"uber,blinkit,rapido",3,4.88,337,True
W00178,Hyderabad,"uber,swiggy,zepto,blinkit",4,3.01,117,True
W00179,Lucknow,"zepto,dunzo",2,3.15,1077,True
W00180,Chennai,"blinkit,ola",2,3.52,816,True
W00181,Mumbai,"uber,ola,blinkit",3,3.73,936,True
W00182,Jaipur,"swiggy,uber",2,4.74,634,True
W00183,Bangalore,rapido,1,4.14,1239,True
W00184,Kolkata,"ola,uber",2,4.76,1204,False
W00185,Ahmedabad,"zepto,uber",2,3.92,825,True
W00186,Jaipur,"rapido,dunzo,zepto,blinkit",4,4.2,851,True
W00187,Hyderabad,dunzo,1,4.59,1057,True
W00188,Hyderabad,blinkit,1,4.87,1193,True
W00189,Bangalore,"zepto,zomato",2,4.66,1419,True
W00190,Jaipur,blinkit,1,3.79,1122,True
W00191,Ahmedabad,"rapido,zomato",2,4.88,1445,True
W00192,Ahmedabad,blinkit,1,3.25,1100,True
W00193,Jaipur,"swiggy,zomato,ola",3,4.36,596,True
W00194,Kolkata,"rapido,dunzo,blinkit",3,4.73,160,True
W00195,Bangalore,"uber,blinkit,zepto,ola",4,3.32,1270,True
W00196,Kolkata,"uber,zepto,ola",3,3.92,699,True
W00197,Jaipur,"rapido,uber,blinkit,ola",4,4.47,681,True
W00198,Mumbai,"blinkit,dunzo",2,4.88,117,True
W00199,Delhi,uber,1,3.54,977,True
W00200,Mumbai,"uber,rapido,blinkit",3,4.28,763,True
W00201,Hyderabad,"ola,rapido,swiggy",3,4.48,426,True
W00202,Hyderabad,"swiggy,blinkit",2,4.79,1094,True
W00203,Chennai,dunzo,1,3.3,606,True
W00204,Pune,"rapido,zepto,dunzo",3,3.9,80,True
W00205,Bangalore,"swiggy,rapido",2,3.72,1343,True
W00206,Jaipur,"rapido,blinkit,zomato,uber",4,4.25,69,True
W00207,Hyderabad,"uber,zomato",2,3.96,523,True
W00208,Mumbai,"zomato,dunzo",2,4.29,745,True
W00209,Chennai,"blinkit,zomato,uber,zepto",4,3.99,1115,True
W00210,Ahmedabad,"ola,zomato,zepto",3,4.0,239,True
W00211,Lucknow,"rapido,dunzo",2,3.54,1069,True
W00212,Kolkata,"uber,zomato,swiggy,ola",4,3.07,527,False
W00213,Bangalore,"dunzo,zomato,blinkit",3,3.8,943,False
W00214,Chennai,blinkit,1,3.2,1332,True
W00215,Pune,"swiggy,rapido,dunzo,zepto",4,4.64,49,True
W00216,Jaipur,"dunzo,uber,zepto",3,4.72,1410,True
W00217,Hyderabad,"zomato,dunzo",2,3.39,97,True
W00218,Hyderabad,swiggy,1,3.85,453,True
W00219,Mumbai,"swiggy,blinkit,uber",3,4.12,520,True
W00220,Pune,ola,1,3.29,372,True
W00221,Ahmedabad,"zomato,rapido,blinkit",3,4.12,1002,True
W00222,Kolkata,"dunzo,blinkit,zepto",3,3.33,408,True
W00223,Ahmedabad,"blinkit,uber",2,3.03,1349,True
W00224,Mumbai,"ola,rapido",2,4.76,905,True
W00225,Lucknow,"ola,blinkit",2,3.29,1477,True
W00226,Hyderabad,"dunzo,rapido,zepto,swiggy",4,4.74,96,True
W00227,Pune,rapido,1,3.63,32,True
W00228,Bangalore,"swiggy,ola,blinkit,uber",4,4.52,220,True
W00229,Pune,"ola,zomato,swiggy,uber",4,4.07,587,True
W00230,Mumbai,uber,1,4.23,1031,True
W00231,Mumbai,"swiggy,uber,ola",3,3.52,369,True
W00232,Mumbai,"ola,zomato,uber",3,3.96,468,True
W00233,Bangalore,"dunzo,ola,blinkit",3,4.29,946,True
W00234,Mumbai,"rapido,zomato,blinkit,dunzo",4,4.44,1277,True
W00235,Chennai,swiggy,1,3.67,520,True
W00236,Ahmedabad,"zepto,swiggy",2,4.19,412,True
W00237,Hyderabad,"zomato,ola,swiggy,dunzo",4,4.27,111,True
W00238,Mumbai,rapido,1,3.81,306,True
W00239,Hyderabad,"zomato,rapido",2,4.2,92,True
W00240,Jaipur,"rapido,uber,zepto,swiggy",4,3.76,1133,True
W00241,Ahmedabad,"rapido,ola,swiggy",3,3.86,587,True
W00242,Delhi,uber,1,4.96,1122,True
W00243,Hyderabad,rapido,1,3.27,335,True
W00244,Delhi,"ola,zepto,swiggy,zomato",4,3.61,660,True
W00245,Lucknow,rapido,1,3.2,497,True
W00246,Bangalore,blinkit,1,3.66,1373,True
W00247,Delhi,zomato,1,3.03,328,True
W00248,Lucknow,zepto,1,4.54,941,True
W00249,Hyderabad,rapido,1,3.3,956,True
W00250,Chennai,"ola,zomato,swiggy",3,3.04,745,False
W00251,Hyderabad,"ola,rapido,uber,blinkit",4,3.16,98,True
W00252,Jaipur,"zepto,uber,blinkit,ola",4,3.89,596,True
W00253,Mumbai,zepto,1,3.44,1390,True
W00254,Bangalore,"zomato,swiggy",2,3.52,1027,True
W00255,Ahmedabad,"ola,uber,dunzo",3,3.46,1179,True
W00256,Pune,"rapido,zomato,ola,zepto",4,3.61,944,True
W00257,Lucknow,"swiggy,blinkit,zomato,dunzo",4,3.52,580,True
W00258,Lucknow,"rapido,dunzo,blinkit,ola",4,4.15,720,True
W00259,Chennai,"uber,dunzo,zomato,rapido",4,3.86,994,True
W00260,Bangalore,blinkit,1,4.43,703,True
W00261,Pune,"swiggy,blinkit",2,3.47,1130,True
W00262,Pune,ola,1,4.95,77,True
W00263,Delhi,"ola,zepto",2,4.27,1493,True
W00264,Ahmedabad,"zomato,zepto,uber",3,4.17,1348,True
W00265,Mumbai,"zomato,dunzo,rapido,blinkit",4,3.98,403,True
W00266,Kolkata,"blinkit,uber,ola",3,4.71,777,True
W00267,Mumbai,"blinkit,zomato,swiggy,uber",4,4.88,1377,True
W00268,Kolkata,"dunzo,zomato",2,3.45,603,True
W00269,Bangalore,"uber,zomato,dunzo,rapido",4,3.12,814,True
W00270,Jaipur,"swiggy,dunzo,zomato",3,4.57,988,False
W00271,Chennai,"ola,zomato",2,3.58,1153,True
W00272,Hyderabad,"uber,zepto,rapido,blinkit",4,4.14,1421,True
W00273,Delhi,swiggy,1,3.25,725,True
W00274,Delhi,zomato,1,3.05,32,True
W00275,Lucknow,"uber,zomato,dunzo",3,4.62,599,True
W00276,Pune,"swiggy,dunzo",2,4.11,331,True
W00277,Jaipur,"zepto,dunzo,rapido,swiggy",4,3.97,498,True
W00278,Delhi,zomato,1,3.62,900,True
W00279,Ahmedabad,"zepto,dunzo",2,4.73,1004,True
W00280,Pune,"ola,uber",2,4.48,540,True
W00281,Ahmedabad,"zepto,swiggy,dunzo",3,4.49,797,True
W00282,Hyderabad,uber,1,4.34,744,True
W00283,Chennai,"rapido,zepto",2,4.41,1278,True
W00284,Pune,dunzo,1,3.3,648,True
W00285,Jaipur,zomato,1,4.03,52,True
W00286,Lucknow,"swiggy,uber,zomato",3,4.4,580,True
W00287,Mumbai,"swiggy,rapido,zepto,ola",4,3.68,126,True
W00288,Jaipur,zepto,1,3.46,784,True
W00289,Chennai,"blinkit,zepto,swiggy,ola",4,4.24,123,True
W00290,Mumbai,"uber,zomato",2,4.89,586,True
W00291,Jaipur,"rapido,swiggy,blinkit",3,3.9,975,True
W00292,Hyderabad,blinkit,1,3.83,1456,True
W00293,Mumbai,"uber,dunzo,swiggy,blinkit",4,3.12,605,False
W00294,Delhi,blinkit,1,3.11,107,False
W00295,Chennai,"uber,rapido,zomato,zepto",4,4.55,936,True
W00296,Ahmedabad,"dunzo,uber,rapido",3,4.29,1420,True
W00297,Kolkata,"uber,ola,zepto",3,3.89,73,True
W00298,Pune,"zepto,ola",2,3.58,519,True
W00299,Mumbai,rapido,1,4.39,1041,True
W00300,Mumbai,uber,1,4.51,1055,True
W00301,Mumbai,"zepto,zomato,dunzo",3,3.91,224,True
W00302,Hyderabad,zepto,1,3.68,62,True
W00303,Pune,uber,1,4.92,1247,True
W00304,Jaipur,"swiggy,rapido",2,3.04,606,True
W00305,Mumbai,blinkit,1,3.68,137,True
W00306,Hyderabad,"zepto,uber",2,3.87,350,True
W00307,Jaipur,"rapido,blinkit",2,4.6,679,False
W00308,Hyderabad,"uber,ola,rapido",3,3.62,1020,True
W00309,Lucknow,ola,1,4.2,1120,True
W00310,Pune,"uber,rapido",2,3.54,1068,True
W00311,Jaipur,"rapido,blinkit,zomato",3,4.22,486,True
W00312,Lucknow,"zomato,uber,swiggy",3,3.79,1207,True
W00313,Bangalore,"rapido,uber",2,3.87,737,True
W00314,Delhi,swiggy,1,4.86,1457,True
W00315,Jaipur,"zomato,rapido,ola,uber",4,4.07,972,True
W00316,Jaipur,dunzo,1,4.0,1132,True
W00317,Mumbai,"ola,swiggy,blinkit",3,4.5,876,True
W00318,Hyderabad,"blinkit,rapido,dunzo,swiggy",4,3.58,140,True
W00319,Jaipur,"ola,zomato,zepto",3,4.74,715,True
W00320,Mumbai,"ola,rapido",2,4.88,789,True
W00321,Delhi,"rapido,uber",2,4.38,1317,True
W00322,Delhi,"swiggy,rapido,zomato,ola",4,4.14,262,True
W00323,Pune,"uber,swiggy,rapido,blinkit",4,4.92,1294,True
W00324,Jaipur,rapido,1,4.75,512,True
W00325,Kolkata,"uber,zepto,swiggy",3,4.86,1048,True
W00326,Bangalore,swiggy,1,3.3,1129,True
W00327,Bangalore,"uber,zomato,ola",3,4.06,420,True
W00328,Bangalore,"dunzo,zomato,ola",3,3.95,1196,True
W00329,Chennai,"zepto,swiggy,dunzo",3,3.91,720,True
W00330,Delhi,swiggy,1,4.84,838,True
W00331,Lucknow,zepto,1,3.14,1129,True
W00332,Bangalore,"zomato,swiggy",2,4.9,1287,True
W00333,Chennai,"zepto,swiggy",2,4.97,722,True
W00334,Pune,"swiggy,rapido,uber",3,4.03,767,True
W00335,Pune,"swiggy,zepto",2,3.63,93,True
W00336,Delhi,rapido,1,4.55,1186,True
W00337,Delhi,uber,1,4.8,76,True
W00338,Kolkata,"ola,dunzo,swiggy,zomato",4,3.01,1021,True
W00339,Mumbai,"swiggy,ola,rapido",3,4.62,632,True
W00340,Pune,"blinkit,uber",2,3.55,1319,True
W00341,Delhi,swiggy,1,4.67,571,True
W00342,Lucknow,"uber,zepto,dunzo,zomato",4,4.26,95,True
W00343,Chennai,"rapido,blinkit,dunzo,swiggy",4,3.21,1034,False
W00344,Jaipur,"swiggy,rapido,blinkit",3,3.13,1443,False
W00345,Bangalore,"zomato,uber",2,3.41,611,True
W00346,Kolkata,zepto,1,4.2,1237,True
W00347,Mumbai,"blinkit,ola,zomato",3,3.57,1046,True
W00348,Hyderabad,"rapido,dunzo",2,4.44,796,True
W00349,Hyderabad,"zomato,swiggy,ola",3,3.93,333,True
W00350,Ahmedabad,"swiggy,zomato,blinkit",3,3.72,473,True
W00351,Jaipur,zomato,1,3.65,926,True
W00352,Hyderabad,"swiggy,rapido,ola,zomato",4,3.29,46,True
W00353,Hyderabad,"zepto,rapido",2,3.99,732,True
W00354,Chennai,blinkit,1,4.62,1496,True
W00355,Kolkata,swiggy,1,4.69,641,True
W00356,Mumbai,"rapido,zomato,zepto",3,4.91,588,True
W00357,Jaipur,"ola,rapido",2,4.38,274,True
W00358,Kolkata,"rapido,dunzo",2,4.82,1153,True
W00359,Chennai,"zepto,uber,rapido,ola",4,4.3,564,False
W00360,Pune,"blinkit,swiggy,ola",3,4.28,44,False
W00361,Mumbai,dunzo,1,3.07,33,True
W00362,Hyderabad,"uber,zomato,blinkit",3,3.64,1262,True
W00363,Chennai,"blinkit,dunzo,zepto",3,4.4,1235,True
W00364,Jaipur,"zomato,zepto,uber",3,4.97,426,True
W00365,Lucknow,uber,1,4.21,571,True
W00366,Mumbai,"zepto,uber,ola,blinkit",4,3.32,372,True
W00367,Lucknow,"zomato,ola",2,4.29,193,True
W00368,Bangalore,zepto,1,3.81,961,True
W00369,Chennai,"rapido,uber,zomato",3,4.35,561,True
W00370,Chennai,"blinkit,rapido",2,3.77,1368,True
W00371,Bangalore,"blinkit,dunzo,ola,rapido",4,4.07,503,True
W00372,Hyderabad,swiggy,1,4.54,1017,True
W00373,Jaipur,"rapido,dunzo",2,3.58,977,True
W00374,Bangalore,"swiggy,dunzo,rapido",3,4.65,1361,True
W00375,Pune,rapido,1,4.41,1272,True
W00376,Ahmedabad,"uber,blinkit,swiggy",3,4.02,506,True
W00377,Pune,"zepto,rapido,zomato,uber",4,3.1,840,True
W00378,Ahmedabad,"uber,swiggy,dunzo,zepto",4,3.46,189,True
W00379,Delhi,swiggy,1,4.43,616,True
W00380,Lucknow,"rapido,zepto,uber",3,3.62,1207,True
W00381,Delhi,"dunzo,zomato",2,3.23,862,True
W00382,Jaipur,"dunzo,zomato",2,3.38,1419,True
W00383,Ahmedabad,"ola,blinkit,uber,rapido",4,4.15,420,True
W00384,Pune,zomato,1,4.45,290,True
W00385,Chennai,"uber,swiggy,dunzo",3,3.93,1147,True
W00386,Lucknow,"swiggy,blinkit,zomato",3,4.93,1012,True
W00387,Jaipur,"zomato,uber,zepto,dunzo",4,3.19,1346,True
W00388,Chennai,uber,1,4.69,1500,True
W00389,Bangalore,"dunzo,rapido",2,4.54,912,True
W00390,Kolkata,blinkit,1,4.75,1197,True
W00391,Pune,"zepto,ola,blinkit,rapido",4,3.55,156,True
W00392,Jaipur,zomato,1,3.3,225,True
W00393,Ahmedabad,uber,1,4.07,198,True
W00394,Lucknow,zomato,1,3.65,1001,True
W00395,Chennai,dunzo,1,4.21,421,True
W00396,Ahmedabad,"blinkit,dunzo",2,3.94,276,True
W00397,Chennai,"swiggy,ola,rapido,uber",4,3.87,771,True
W00398,Chennai,"ola,swiggy",2,4.36,143,True
W00399,Ahmedabad,"dunzo,rapido",2,4.79,677,True
W00400,Pune,blinkit,1,4.33,1182,True
W00401,Jaipur,"ola,blinkit",2,4.66,899,True
W00402,Hyderabad,ola,1,3.28,1408,True
W00403,Delhi,"uber,zomato,ola,blinkit",4,3.7,1455,True
W00404,Bangalore,"rapido,uber,dunzo",3,3.15,642,False
W00405,Bangalore,"dunzo,rapido,blinkit,zepto",4,3.52,1211,True
W00406,Pune,"blinkit,ola,dunzo",3,4.58,447,True
W00407,Ahmedabad,"dunzo,uber,blinkit",3,4.25,791,True
W00408,Delhi,"zepto,ola,uber",3,3.73,1184,True
W00409,Jaipur,"blinkit,uber,zepto,rapido",4,3.61,565,True
W00410,Jaipur,"zepto,uber",2,3.28,542,True
W00411,Mumbai,dunzo,1,3.49,846,True
W00412,Ahmedabad,uber,1,4.01,780,True
W00413,Jaipur,blinkit,1,3.79,520,False
W00414,Kolkata,"rapido,uber",2,3.31,615,True
W00415,Chennai,dunzo,1,4.75,246,True
W00416,Ahmedabad,"ola,blinkit",2,4.28,941,True
W00417,Pune,"dunzo,zepto,ola",3,3.34,339,True
W00418,Delhi,"ola,zepto,rapido",3,4.58,1281,True
W00419,Delhi,dunzo,1,3.92,351,True
W00420,Kolkata,"dunzo,swiggy",2,3.04,544,True
W00421,Lucknow,"uber,rapido,zepto",3,3.14,531,True
W00422,Chennai,"zepto,zomato,dunzo,blinkit",4,3.14,789,True
W00423,Jaipur,"dunzo,swiggy",2,3.75,395,True
W00424,Mumbai,"rapido,zomato",2,4.37,1083,True
W00425,Pune,dunzo,1,4.81,390,True
W00426,Hyderabad,"swiggy,dunzo,uber,rapido",4,4.69,253,True
W00427,Ahmedabad,"uber,ola,zomato,blinkit",4,3.36,320,True
W00428,Mumbai,"blinkit,ola,uber,rapido",4,3.43,414,True
W00429,Pune,"zomato,dunzo",2,4.98,357,True
W00430,Chennai,"zepto,dunzo",2,4.67,59,True
W00431,Lucknow,blinkit,1,3.73,570,True
W00432,Lucknow,"dunzo,uber,zomato",3,3.41,1379,True
W00433,Mumbai,"rapido,swiggy,uber,ola",4,3.14,318,True
W00434,Jaipur,"uber,rapido,dunzo",3,3.76,1313,True
W00435,Hyderabad,"blinkit,zomato",2,3.37,1245,True
W00436,Chennai,zomato,1,3.35,1293,True
W00437,Pune,"ola,zepto,dunzo",3,3.55,204,True
W00438,Kolkata,"uber,zomato",2,4.49,325,True
W00439,Jaipur,"blinkit,uber,rapido",3,4.05,1351,True
W00440,Lucknow,"dunzo,rapido,blinkit,uber",4,3.87,940,True
W00441,Bangalore,"swiggy,blinkit,zepto",3,4.69,410,True
W00442,Mumbai,swiggy,1,3.9,837,True
W00443,Pune,"ola,swiggy,zepto",3,3.0,727,True
W00444,Hyderabad,"zomato,ola,dunzo",3,3.17,214,True
W00445,Ahmedabad,"blinkit,zepto,ola",3,3.09,118,True
W00446,Chennai,"uber,dunzo",2,3.81,877,True
W00447,Ahmedabad,"zomato,ola",2,3.09,1154,True
W00448,Pune,"blinkit,zepto,ola,dunzo",4,4.25,910,True
W00449,Kolkata,"uber,swiggy,dunzo,blinkit",4,3.04,1334,True
W00450,Lucknow,swiggy,1,4.72,320,False
W00451,Bangalore,"dunzo,zepto,zomato,uber",4,4.36,692,True
W00452,Lucknow,"blinkit,rapido",2,4.15,628,True
